Uniprot,#Peptides_Macron2018A,#Peptides_Macron2020,#Peptides_Zhang2015,#Peptides_Guldbrandsen2014,#Peptides_Macron2018B,#Peptides_Schutzer2010,#Peptides_NunezGalindo2015,#Peptides_Zougman2007,#Peptides_Schilde2018,#Peptides_Guo2015,#Peptides_Stoop2010,#Studies
Q15021,,,,,1.0,,,,,,,1
Q56P42,,,,,1.0,,,,,,,1
Q9HBD1,,,,,1.0,,,,,,,1
P13805,,,,,1.0,,,,,,,1
Q8IUX8,,,,,1.0,,,,,,,1
Q08999,,,,,1.0,,,,,,,1
P46527,,,,,1.0,,,,,,,1
Q9BXW6,,,,,1.0,,,,,,,1
Q9BXS0,,,,,1.0,,,,,,,1
Q9BY12,,,,,1.0,,,,,,,1
Q6ZVD8,,,,,1.0,,,,,,,1
C9JI98,,,,,1.0,,,,,,,1
Q13325,,,,,1.0,,,,,,,1
Q96TA1,,,,,1.0,,,,,,,1
Q9BVS4,,,,,1.0,,,,,,,1
Q9Y5Y2,,,,,1.0,,,,,,,1
Q8NBR6,,,,,1.0,,,,,,,1
P47736,,,,,1.0,,,,,,,1
Q9NXR1,,,,,1.0,,,,,,,1
Q13247,,,,,1.0,,,,,,,1
Q6KC79,,,,,1.0,,,,,,,1
Q96RT1,,,,,1.0,1.0,,,,,,2
Q9Y5K8,,,,,,2.0,,,,,,1
Q9UI47,,,,,,1.0,,,,,,1
Q9P275,,,,,,1.0,,,,,,1
Q9Y5U5,,,,,,1.0,,,,,,1
Q16594,,,,,,1.0,,,,,,1
Q16612,,,,,,1.0,,,,,,1
P52564,,,,,,1.0,,,,,,1
P46092,,,,,,1.0,,,,,,1
Q16864,,,,,,3.0,,,,,,1
O15066,,,,,,1.0,,,,,,1
Q9NVN8,,,,,,1.0,,,,,,1
P36776,,,,,,1.0,,,,,,1
Q9UGI0,,,,,,1.0,,,,,,1
Q9UH17,,,,,,1.0,,,,,,1
P52895,,,,,,1.0,,,,,,1
O15226,,,,,,1.0,,,,,,1
Q9Y239,,,,,,1.0,,,,,,1
O95810,,,,,,3.0,,,,,,1
O15079,,,,,,1.0,,,,,,1
Q9UJD0,,,,,,1.0,,,,,,1
Q9NQZ2,,,,,,1.0,,,,,,1
Q9GZR7,,,,,,1.0,,,,,,1
O75951,,,,,,1.0,,,,,,1
Q9UK12,,,,,,1.0,,,,,,1
Q9UPS8,,,,,,1.0,,,,,,1
Q9Y608,,,,,,1.0,,,,,,1
O95373,,,,,,1.0,,,,,,1
Q9H4Y5,,,,,,1.0,,,,,,1
Q9UKL2,,,,,,1.0,,,,,,1
P68371,,,,,,10.0,,,,,,1
Q9ULG1,,,,,,1.0,,,,,,1
Q9UBI9,,,,,,2.0,,,,,,1
P54750,,,,,,1.0,,,,,,1
P54792,,,,,,1.0,,,,,,1
Q9H4L7,,,,,,1.0,,,,,,1
P46782,,,,,,1.0,,,,,,1
P11926,,,,,,1.0,,,,,,1
P48200,,,,,,2.0,,,,,,1
P54855,,,,,,1.0,,,,,,1
Q9Y450,,,,,,1.0,,,,,,1
Q9BTY7,,,,,,1.0,,,,,,1
Q9UNX4,,,,,,1.0,,,,,,1
Q9NYF5,,,,,,1.0,,,,,,1
Q86YD1,,,,,,1.0,,,,,,1
Q9BXT5,,,,,,1.0,,,,,,1
O00168,,,,,,1.0,,,,,,1
P07204,,,,,,1.0,,,,,,1
P13804,,,,,,2.0,,,,,,1
O00295,,,,,,1.0,,,,,,1
P31314,,,,,,1.0,,,,,,1
Q13009,,,,,,1.0,,,,,,1
Q9BZ19,,,,,,1.0,,,,,,1
Q13416,,,,,,1.0,,,,,,1
Q13418,,,,,,1.0,,,,,,1
Q7Z4V5,,,,,,1.0,,,,,,1
Q13702,,,,,,1.0,,,,,,1
Q13885,,,,,,10.0,,,,,,1
Q13507,,,,,,1.0,,,,,,1
Q05513,,,,,,1.0,,,,,,1
P31930,,,,,,1.0,,,,,,1
O43791,,,,,,1.0,,,,,,1
Q9BZL4,,,,,,1.0,,,,,,1
Q96JX3,,,,,,1.0,,,,,,1
Q9NR31,,,,,,1.0,,,,,,1
Q6ISB3,,,,,,1.0,,,,,,1
Q15391,,,,,,1.0,,,,,,1
Q9P2P5,,,,,,2.0,,,,,,1
Q68DH5,,,,,,1.0,,,,,,1
Q8N302,,,,,,1.0,,,,,,1
Q5VTL8,,,,,,1.0,,,,,,1
Q6PID6,,,,,,1.0,,,,,,1
Q99811,,,,,,1.0,,,,,,1
Q99880,,,,,,7.0,,,,,,1
Q96MT8,,,,,,1.0,,,,,,1
P35462,,,,,,1.0,,,,,,1
Q15678,,,,,,1.0,,,,,,1
P78325,,,,,,1.0,,,,,,1
Q86YB7,,,,,,1.0,,,,,,1
P51654,,,,,,2.0,,,,,,1
P35670,,,,,,1.0,,,,,,1
Q07889,,,,,,1.0,,,,,,1
Q92186,,,,,,1.0,,,,,,1
Q9ULS6,,,,,,1.0,,,,,,1
Q9NY46,,,,,,2.0,,,,,,1
P37287,,,,,,1.0,,,,,,1
Q9NZM1,,,,,,1.0,,,,,,1
P29375,,,,,,1.0,,,,,,1
O60516,,,,,,1.0,,,,,,1
O43292,,,,,,1.0,,,,,,1
Q9H0B6,,,,,,1.0,,,,,,1
Q9H3R1,,,,,,1.0,,,,,,1
P04035,,,,,,1.0,,,,,,1
Q92544,,,,,,1.0,,,,,,1
Q92831,,,,,,1.0,,,,,,1
Q13464,,,,,,1.0,,,,,,1
O43586,,,,,,1.0,,,,,,1
P10826,,,,,,1.0,,,,,,1
Q9NPD8,,,,,,1.0,,,,,,1
Q9UQQ1,,,,,,1.0,,,,,,1
Q9Y223,,,,,,1.0,,,,,,1
Q9Y6F1,,,,,,1.0,,,,,,1
Q92794,,,,,,1.0,,,,,,1
Q8IVS2,,,,,,1.0,,,,,,1
Q96EP1,,,,,,1.0,,,,,,1
Q9UFV1,,,,,,1.0,,,,,,1
Q02094,,,,,,6.0,,,,,,1
Q92915,,,,,,1.0,,,,,,1
Q92966,,,,,,1.0,,,,,,1
Q96RQ3,,,,,,2.0,,,,,,1
P45973,,,,,,1.0,,,,,,1
P45974,,,,,,1.0,,,,,,1
P29972,,,,,,2.0,,,,,,1
O14981,,,,,,1.0,,,,,,1
Q5W0Q7,,,,,,1.0,,,,,,1
Q9BXM0,,,,,,1.0,,,,,,1
O76080,,,,,,1.0,,,,,,1
O94952,,,,,,1.0,,,,,,1
P30203,,,,,,1.0,,,,,,1
P20936,,,,,,1.0,,,,,,1
P04921,,,,,,1.0,,,,,,1
O75688,,,,,,1.0,,,,,,1
O75896,,,,,,1.0,,,,,,1
P32246,,,,,,1.0,,,,,,1
P57682,,,,,,1.0,,,,,,1
P08235,,,,,,1.0,,,,,,1
P57773,,,,,,1.0,,,,,,1
Q9BQD7,,,,,,1.0,,,,,,1
P49821,,,,,,1.0,,,,,,1
Q14119,,,,,,1.0,,,,,,1
O60307,,,,,,1.0,,,,,,1
Q14191,,,,,,1.0,,,,,,1
Q12768,,,,,,1.0,,,,,,1
Q68CZ6,,,,,,1.0,,,,,,1
O95561,,,,,,1.0,,,,,,1
Q12840,,,,,,1.0,,,,,,1
O95340,,,,,,1.0,,,,,,1
Q12947,,,,,,1.0,,,,,,1
O95447,,,,,,1.0,,,,,,1
O60676,,,,,,1.0,,,,,,1
Q9BQC6,,,,,,1.0,,,,,,1
P24928,,,,,,1.0,,,,,,1
Q14CZ7,,,,,,1.0,,,,,,1
Q9Y2I1,,,,,,1.0,,,,,,1
Q9Y2M5,,,,,,1.0,,,,,,1
O60896,,,,,,1.0,,,,,,1
Q9Y388,,,,,,1.0,,,,,,1
Q9UK73,,,,,,1.0,,,,,,1
Q9H3S7,,,,,,1.0,,,,,,1
Q7LGA3,,,,,,1.0,,,,,,1
Q96NL0,,,,,,1.0,,,,,,1
Q8TEW8,,,,,,1.0,,,,,,1
Q96PQ5,,,,,,1.0,,,,,,1
Q96Q89,,,,,,1.0,,,,,,1
Q96QF0,,,,,,1.0,,,,,,1
Q96RK0,,,,,,1.0,,,,,,1
Q96T83,,,,,,1.0,,,,,,1
P61764,,,,,,1.0,,,,,,1
Q96AC6,,,,,,1.0,,,,,,1
Q96C03,,,,,,1.0,,,,,,1
Q9UIF8,,,,,,2.0,,,,,,1
Q96MC5,,,,,,1.0,,,,,,1
Q9H2S9,,,,,,1.0,,,,,,1
Q96L96,,,,,,1.0,,,,,,1
Q9BZE9,,,,,,1.0,,,,,,1
P21127,,,,,,1.0,,,,,,1
Q8WWK9,,,,,,1.0,,,,,,1
Q96KK5,,,,,,4.0,,,,,,1
Q15399,,,,,,1.0,,,,,,1
Q96QE3,,,,,,3.0,,,,,,1
Q96RV3,,,,,,1.0,,,,,,1
Q8WTR2,,,,,,1.0,,,,,,1
Q8WXD0,,,,,,1.0,,,,,,1
Q8WY54,,,,,,1.0,,,,,,1
Q8N0V3,,,,,,1.0,,,,,,1
Q9HBF4,,,,,,1.0,,,,,,1
Q14145,,,,,,1.0,,,,,,1
Q9BQ95,,,,,,1.0,,,,,,1
Q71UI9,,,,,,1.0,,,,,,1
O15042,,,,,,1.0,,,,,,1
P31629,,,,,,1.0,,,,,,1
Q9UKE5,,,,,,1.0,,,,,,1
Q6N043,,,,,,1.0,,,,,,1
Q5SZL2,,,,,,1.0,,,,,,1
Q9NWB1,,,,,,1.0,,,,,,1
Q8TAX0,,,,,,1.0,,,,,,1
Q8TBB5,,,,,,1.0,,,,,,1
Q8TCD6,,,,,,1.0,,,,,,1
Q8TCW9,,,,,,1.0,,,,,,1
Q8WWL7,,,,,,1.0,,,,,,1
Q96SB8,,,,,,1.0,,,,,,1
Q9NRD5,,,,,,1.0,,,,,,1
Q15653,,,,,,1.0,,,,,,1
Q86W50,,,,,,1.0,,,,,,1
Q6P2I7,,,,,,1.0,,,,,,1
Q9P2K8,,,,,,1.0,,,,,,1
Q96JN2,,,,,,1.0,,,,,,1
Q9H1H9,,,,,,1.0,,,,,,1
Q8IXH7,,,,,,1.0,,,,,,1
Q05BQ5,,,,,,1.0,,,,,,1
Q8N143,,,,,,1.0,,,,,,1
Q8N1H7,,,,,,1.0,,,,,,1
Q8N434,,,,,,1.0,,,,,,1
Q8N587,,,,,,1.0,,,,,,1
Q8N5K1,,,,,,1.0,,,,,,1
Q8N6G2,,,,,,1.0,,,,,,1
Q07912,,,,,,1.0,,,,,,1
Q9NQ25,,,,,,1.0,,,,,,1
O60336,,,,,,1.0,,,,,,1
Q6PIY7,,,,,,1.0,,,,,,1
A4D1E9,,,,,,1.0,,,,,,1
Q8NCN2,,,,,,1.0,,,,,,1
Q8NFP0,,,,,,1.0,,,,,,1
Q6P158,,,,,,1.0,,,,,,1
Q8NGS6,,,,,,1.0,,,,,,1
Q8NHU3,,,,,,1.0,,,,,,1
Q96P26,,,,,,1.0,,,,,,1
Q8NG31,,,,,,1.0,,,,,,1
Q8IUD2,,,,,,1.0,,,,,,1
Q71DI3,,,,,,1.0,,,,,,1
Q9NYZ4,,,,,,1.0,,,,,,1
Q9HB75,,,,,,1.0,,,,,,1
Q8IV61,,,,,,1.0,,,,,,1
Q8N3R9,,,,,,1.0,,,,,,1
Q86YR7,,,,,,2.0,,,,,,1
Q8IYD8,,,,,,2.0,,,,,,1
O75161,,,,,,1.0,,,,,,1
Q32M45,,,,,,1.0,,,,,,1
Q9HC78,,,,,,1.0,,,,,,1
Q8WXX0,,,,,,1.0,,,,,,1
P32298,,,,,,1.0,,,,,,1
O94812,,,,,,2.0,,,,,,1
O15034,,,,,,1.0,,,,,,1
Q8NDY6,,,,,,1.0,,,,,,1
Q8WV22,,,,,,1.0,,,,,,1
Q15398,,,,,,1.0,,,,,,1
Q96P70,,,,,,1.0,,,,,,1
Q8NFA0,,,,,,1.0,,,,,,1
Q8N2N9,,,,,,1.0,,,,,,1
Q8IZS5,,,,,,1.0,,,,,,1
Q00013,,,,,,1.0,,,,,,1
P84077,,,,,,2.0,,,,,,1
Q9Y468,,,,,,1.0,,,,,,1
Q6FI13,,,,,,6.0,,,,,,1
P78356,,,,,,1.0,,,,,,1
Q9UMQ3,,,,,,1.0,,,,,,1
Q8IU57,,,,,,1.0,,,,,,1
P11277,,,,,,32.0,,,,,,1
O15519,,,,,,1.0,,,,,,1
Q8IVF6,,,,,,2.0,,,,,,1
A5PKW4,,,,,,1.0,,,,,,1
Q8N960,,,,,,1.0,,,,,,1
Q8IWC1,,,,,,1.0,,,,,,1
Q8IXJ9,,,,,,1.0,,,,,,1
Q5T2T1,,,,,,1.0,,,,,,1
Q8IYK2,,,,,,1.0,,,,,,1
Q8IZ07,,,,,,2.0,,,,,,1
P30038,,,,,,1.0,,,,,,1
Q8IZE3,,,,,,1.0,,,,,,1
P11217,,,,,,1.0,,,,,,1
Q9Y263,,,,,,1.0,,,,,,1
P08514,,,,,,1.0,,,,,,1
P16499,,,,,,1.0,,,,,,1
Q9UQE7,,,,,,2.0,,,,,,1
Q16877,,,,,,1.0,,,,,,1
P08754,,,,,,1.0,,,,,,1
P02549,,,,,,66.0,,,,,,1
Q9NQB0,,,,,,1.0,,,,,,1
Q01201,,,,,,1.0,,,,,,1
Q12769,,,,,,1.0,,,,,,1
A6NHQ2,,,,,,1.0,,,,,,1
Q9Y2G3,,,,,,1.0,,,,,,1
G3V0H7,,,,,,1.0,,,,,,1
Q6P3R8,,,,,,1.0,,,,,,1
Q9NSI5,,,,,,1.0,,,,,,1
Q8TE68,,,,,,1.0,,,,,,1
O75334,,,,,,1.0,,,,,,1
Q96PX6,,,,,,1.0,,,,,,1
Q5TAX3,,,,,,1.0,,,,,,1
Q14003,,,,,,1.0,,,,,,1
Q12872,,,,,,1.0,,,,,,1
Q96CC6,,,,,,1.0,,,,,,1
Q96RU8,,,,,,1.0,,,,,,1
O75969,,,,,,1.0,,,,,,1
Q8WXG1,,,,,,1.0,,,,,,1
Q14683,,,,,,1.0,,,,,,1
P35499,,,,,,1.0,2.0,,,,,2
Q8IWF9,,,,,,1.0,,,,,,1
O43147,,,,,,1.0,,,,,,1
O43747,,,,,,1.0,,,,,,1
P56696,,,,,,1.0,,,,,,1
Q02363,,,,,,1.0,,,,,,1
Q92628,,,,,,1.0,,,,,,1
Q6UWI2,,,,,,1.0,,,,,,1
Q9Y5M8,,,,,,1.0,,,,,,1
Q92982,,,,,,1.0,,,,,,1
O95785,,,,,,1.0,,,,,,1
O95786,,,,,,1.0,,,,,,1
Q8N4N8,,,,,,1.0,,,,,,1
Q9ULE4,,,,,,1.0,,,,,,1
P78371,,,,,,2.0,,,,,,1
Q13336,,,,,,1.0,,,,,,1
O00559,,,,,,1.0,,,,,,1
P48668,,,,,,4.0,1.0,,,,,2
Q9NP61,,,,,,1.0,,,,,,1
Q9NRD8,,,,,,1.0,,,,,,1
Q9NZL6,,,,,,1.0,,,,,,1
Q86YA3,,,,,,1.0,,,,,,1
Q9H0M4,,,,,,1.0,,,,,,1
Q9Y3Y2,,,,,,1.0,,,,,,1
Q8NCD3,,,,,,1.0,,,,,,1
Q9H497,,,,,,1.0,,,,,,1
P50750,,,,,,1.0,,,,,,1
Q9NQA5,,,,,,1.0,,,,,,1
P62314,,,,,,1.0,,,,,,1
Q5T0W9,,,,,,1.0,,,,,,1
Q2TAY7,,,,,,2.0,,,,,,1
O15014,,,,,,1.0,,,,,,1
Q92636,,,,,,1.0,,,,,,1
Q9NTJ3,,,,,,1.0,,,,,,1
Q9NP81,,,,,,1.0,,,,,,1
Q9H772,,,,,,1.0,,,,,,1
P20585,,,,,,1.0,,,,,,1
Q7L014,,,,,,1.0,,,,,,1
Q8IYG6,,,,,,1.0,,,,,,1
Q7Z7E8,,,,,,1.0,,,,,,1
Q9H8Y5,,,,,,1.0,,,,,,1
Q9UNS1,,,,,,1.0,,,,,,1
O75400,,,,,,1.0,,,,,,1
Q6V0L0,,,,,,1.0,,,,,,1
Q7Z442,,,,,,1.0,,,,,,1
Q5VU69,,,,,,1.0,,,,,,1
Q96P20,,,,,,1.0,,,,,,1
Q96PQ7,,,,,,1.0,,,,,,1
Q6ZN66,,,,,,1.0,,,,,,1
Q3T8J9,,,,,,1.0,,,,,,1
Q7Z443,,,,,,1.0,,,,,,1
Q6ZN28,,,,,,1.0,,,,,,1
Q6XYB7,,,,,,1.0,,,,,,1
A6NHY2,,,,,,1.0,,,,,,1
O43660,,,,,,1.0,,,,,,1
Q2TAK8,,,,,,1.0,,,,,,1
Q9Y2X7,,,,,,1.0,,,,,,1
Q9BZE4,,,,,,1.0,,,,,,1
P04220,,,,,,20.0,,,,,,1
Q7Z7F0,,,,,,1.0,,,,,,1
Q8NG84,,,,,,1.0,,,,,,1
P01623,,,,,,6.0,,,,12.0,,2
Q9NXR8,,,,,,1.0,,,,,,1
Q6ZRR7,,,,,,1.0,,,,,,1
Q9NS56,,,,,,1.0,,,,,,1
Q8N556,,,,,,1.0,,,,,,1
P0C7H9,,,,,,1.0,,,,,,1
Q9HCK8,,,,,,1.0,,,,,,1
Q52WX2,,,,,,1.0,,,,,,1
Q6IE81,,,,,,1.0,,,,,,1
Q01804,,,,,,1.0,,,,,,1
Q4AC99,,,,,,1.0,,,,,,1
Q9UFV3,,,,,,1.0,,,,,,1
Q8NEP9,,,,,,1.0,,,,,,1
Q8IXZ2,,,,,,1.0,,,,,,1
A6NI79,,,,,,1.0,,,,,,1
O75437,,,,,,1.0,,,,,,1
Q709C8,,,,,,1.0,,,,,,1
Q6ZQX7,,,,,,1.0,,,,,,1
Q6ZWT7,,,,,,1.0,,,,,,1
O14513,,,,,,1.0,,,,,,1
Q6PRD1,,,,,,1.0,,,,,,1
Q96A84,,,,,,1.0,,,,,,1
O95243,,,,,,2.0,,,,,,1
Q6P2D8,,,,,,1.0,,,,,,1
Q9BZ95,,,,,,1.0,,,,,,1
Q5HY64,,,,,,1.0,,,,,,1
Q6UB98,,,,,,1.0,,,,,,1
Q6DN03,,,,,,2.0,,,,,,1
Q6DT37,,,,,,1.0,,,,,,1
O94989,,,,,,1.0,,,,,,1
A6NJ88,,,,,,1.0,,,,,,1
A7E2U8,,,,,,1.0,,,,,,1
Q7Z4H9,,,,,,1.0,,,,,,1
Q70J99,,,,,,1.0,,,,,,1
Q6QHF9,,,,,,1.0,,,,,,1
Q5VZR2,,,,,,1.0,,,,,,1
O43299,,,,,,1.0,,,,,,1
P32927,,,,,,1.0,,,,,,1
Q14156,,,,,,1.0,,,,,,1
Q15788,,,,,,1.0,,,,,,1
Q14676,,,,,,1.0,,,,,,1
Q9UC07,,,,,,1.0,,,,,,1
Q6PD62,,,,,,1.0,,,,,,1
Q5EBL4,,,,,,1.0,,,,,,1
Q6UWF3,,,,,,1.0,,,,,,1
O75044,,,,,,1.0,,,,,,1
Q9C0J1,,,,,,1.0,,,,,,1
A0JNW5,,,,,,1.0,,,,,,1
Q9Y2H2,,,,,,2.0,,,,,,1
O60518,,,,,,1.0,,,,,,1
Q86T65,,,,,,1.0,,,,,,1
Q9BT23,,,,,,1.0,,,,,,1
Q5VT25,,,,,,1.0,,,,,,1
Q0VDD7,,,,,,1.0,,,,,,1
Q9BYG7,,,,,,1.0,,,,,,1
Q9H0L4,,,,,,1.0,,,,,,1
P31323,,,,,,2.0,,,,,,1
Q9BWT1,,,,,,1.0,,,,,,1
Q5TYW8,,,,,,1.0,,,,,,1
Q7L0J3,,,,,,1.0,,,,,,1
Q7L576,,,,,,1.0,,,,,,1
Q9NZI2,,,,,,1.0,,,,,,1
Q3KQU3,,,,,,1.0,,,,,,1
P42285,,,,,,1.0,,,,,,1
Q2NL68,,,,,,1.0,,,,,,1
A8MXQ7,,,,,,1.0,,,,,,1
Q99707,,,,,,1.0,,,,,,1
O75197,,,,,,1.0,,,,,,1
Q5VTM2,,,,,,1.0,,,,,,1
Q9HCC0,,,,,,1.0,,,,,,1
Q6PJG2,,,,,,1.0,,,,,,1
Q6PK30,,,,,,1.0,,,,,,1
A8MT65,,,,,,1.0,,,,,,1
A1A5C7,,,,,,1.0,,,,,,1
Q9Y2D9,,,,,,1.0,,,,,,1
A8MV81,,,,,,1.0,,,,,,1
Q9NRZ9,,,,,,1.0,,,,,,1
O14647,,,,,,1.0,,,,,,1
Q9BX46,,,,,,1.0,,,,,,1
P06309,,,,,,9.0,,,,,,1
Q70Z35,,,,,,1.0,,,,,,1
Q6ZQY2,,,,,,2.0,,,,,,1
O75064,,,,,,1.0,,,,,,1
P16471,,,,,,1.0,,,,,,1
A2A2Z9,,,,,,1.0,,,,,,1
Q9C0F0,,,,,,1.0,,,,,,1
Q5T1M5,,,,,,1.0,,,,,,1
P01815,,,,,,2.0,,,,,,1
Q9HC84,,,,,,1.0,,,,,,1
A8MPX8,,,,,,1.0,,,,,,1
Q6ZRF7,,,,,,1.0,,,,,,1
Q8IYA2,,,,,,1.0,,,,,,1
P14921,,,,,,1.0,,,,,,1
P0DP30,,,,,,,6.0,,,,,1
P0DP31,,,,,,,6.0,,,,,1
P0DP33,,,,,,,6.0,,,,,1
P0DP34,,,,,,,6.0,,,,,1
P0DP24,,,,,,,6.0,,,,,1
P0DP35,,,,,,,6.0,,,,,1
P0DP25,,,,,,,6.0,,,,,1
P62160,,,,,,,6.0,,,,,1
P62144,,,,,,,6.0,,,,,1
P62156,,,,,,,6.0,,,,,1
P62146,,,,,,,6.0,,,,,1
P62157,,,,,,,6.0,,,,,1
P62150,,,,,,,6.0,,,,,1
P62151,,,,,,,6.0,,,,,1
P0DP26,,,,,,,6.0,,,,,1
P0DP27,,,,,,,6.0,,,,,1
P0DP28,,,,,,,6.0,,,,,1
P0DP29,,,,,,,6.0,,,,,1
P62149,,,,,,,6.0,,,,,1
Q7RTY7,,,,,,,1.0,,,,,1
P0DMV9,,,,,,,1.0,,,,,1
O00370,,,,,,,1.0,,,,,1
Q9Y2K3,,,,,,,1.0,,,,,1
P18089,,,,,,,1.0,,,,,1
Q6UWS5,,,,,,,1.0,,,,,1
Q8IY37,,,,,,,2.0,,,,,1
Q02153,,,,,,,2.0,,,,,1
Q2M1P5,,,,,,,1.0,,,,,1
P05814,,,,,,,,6.0,,,,1
P00709,,,,,,,,3.0,,,,1
P01769,,,,,,,,3.0,,,,1
A0A075B6S6,,,,,,,,,2.0,,,1
A0A0A0MS15,,,,,,,,,2.0,,,1
A0A0B4J1U7,,,,,,,,,3.0,,,1
A0A0C4DH38,,,,,,,,,3.0,,,1
A0A0C4DH68,,,,,,,,,2.0,,,1
A0A0C4DH73,,,,,,,,,2.0,,,1
Q5VU43,,,,,,,,,2.0,,,1
Q96G01-DECOY,,,,,,,,,,6.0,,1
A9Z1Z3-DECOY,,,,,,,,,,10.0,,1
Q86V48-DECOY,,,,,,,,,,6.0,,1
Q5T4S7,,,,,,,,,,24.0,,1
Q9Y4P8-DECOY,,,,,,,,,,4.0,,1
Q9NNW5,,,,,,,,,,4.0,,1
Q99459,,,,,,,,,,4.0,,1
Q9NRJ7-DECOY,,,,,,,,,,4.0,,1
P06316,,,,,,,,,,4.0,,1
Q9UKT4-DECOY,,,,,,,,,,6.0,,1
O14777,,,,,,,,,,4.0,,1
Q8TD16,,,,,,,,,,4.0,,1
Q86U86-DECOY,,,,,,,,,,4.0,,1
P01842,,,,,,,,,,,5.0,1
Q8N957,,,,,,,,,,,2.0,1
Q86U86,,,,,,,,,,,2.0,1
Q15195,,,,,,,,,,,2.0,1
Q08EQ4,,,,,,,,,,,2.0,1
P62988,,,,,,,,,,,2.0,1
A4D1P6,,,,,,,,,,,2.0,1
Q9NUA8,,,,,,,,,,,2.0,1
