Protein IDs;Gene name;Protein name;Unique peptides K1.1;Unique peptides K1.2;Unique peptides K1.3;Unique peptides K2.1;Unique peptides K2.2;Unique peptides K2.3;Unique peptides K5.1;Unique peptides K5.2;Unique peptides K5.3;Unique peptides K8.1;Unique peptides K8.2;Unique peptides K8.3;Unique peptides K13.1;Unique peptides K13.2;Unique peptides K13.3;Unique peptides K14.1;Unique peptides K14.2;Unique peptides K14.3;Unique peptides K26.1;Unique peptides K26.2;Unique peptides K26.3;Unique peptides K33.1;Unique peptides K33.2;Unique peptides K33.3;Unique peptides K36.1;Unique peptides K36.2;Unique peptides K36.3;Unique peptides K38.1;Unique peptides K38.2;Unique peptides K38.3;Unique peptides K39.1;Unique peptides K39.2;Unique peptides K39.3;Unique peptides K40.1;Unique peptides K40.2;Unique peptides K40.3;LFQ intensity K1.1;LFQ intensity K1.2;LFQ intensity K1.3;LFQ intensity K2.1;LFQ intensity K2.2;LFQ intensity K2.3;LFQ intensity K5.1;LFQ intensity K5.2;LFQ intensity K5.3;LFQ intensity K8.1;LFQ intensity K8.2;LFQ intensity K8.3;LFQ intensity K13.1;LFQ intensity K13.2;LFQ intensity K13.3;LFQ intensity K14.1;LFQ intensity K14.2;LFQ intensity K14.3;LFQ intensity K26.1;LFQ intensity K26.2;LFQ intensity K26.3;LFQ intensity K33.1;LFQ intensity K33.2;LFQ intensity K33.3;LFQ intensity K36.1;LFQ intensity K36.2;LFQ intensity K36.3;LFQ intensity K38.1;LFQ intensity K38.2;LFQ intensity K38.3;LFQ intensity K39.1;LFQ intensity K39.2;LFQ intensity K39.3;LFQ intensity K40.1;LFQ intensity K40.2;LFQ intensity 40.3
O15394;NCAM2;Neural cell adhesion molecule 2;8;9;9;6;9;7;10;9;7;13;10;10;12;9;10;5;7;5;11;10;10;7;8;6;6;9;8;7;8;7;6;6;6;9;6;9;60851000;50946000;60213000;77403000;69369000;54345000;62847000;69631000;49039000;81600000;80454000;99749000;85278000;88954000;83782000;43103000;36638000;37186000;73454000;66111000;66145000;51990000;40294000;64699000;54239000;57983000;56849000;48789000;54707000;49056000;59970000;56738000;43995000;53136000;51184000;57997000
O43157;PLXNB1;Plexin-B1;2;1;0;2;2;1;0;1;1;4;3;0;2;2;4;1;1;2;1;0;3;2;0;0;1;0;1;1;3;2;0;1;0;0;1;0;2362400;0;0;3600100;4104500;0;0;0;0;2255200;3803600;0;2306400;3709500;2590100;0;0;2033100;0;0;2147100;1941000;0;0;0;0;0;0;1999600;2697000;0;0;0;0;0;0
O43291;SPINT2;Kunitz-type protease inhibitor 2;1;1;1;2;1;1;1;1;1;2;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;6376500;0;0;0;0;0;5697300;0;5773100;0;7612000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
O43493;TGOLN2;Trans-Golgi network integral membrane protein 2;0;1;0;1;2;1;0;0;1;1;1;0;1;1;1;0;0;0;1;1;1;1;0;0;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;0;2460400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
O43505;B4GAT1;Beta-1,4-glucuronyltransferase 1;10;11;9;10;12;11;11;9;10;11;10;11;10;9;10;10;11;11;12;11;10;10;10;10;9;10;10;10;10;11;7;11;10;9;9;10;139790000;312480000;262670000;297020000;450890000;441000000;299850000;200130000;205120000;438790000;383820000;366830000;269480000;312980000;294120000;270850000;287460000;287480000;326190000;356430000;348560000;235510000;236100000;174240000;211560000;270140000;186850000;302590000;224670000;276630000;209560000;274200000;261350000;202780000;215450000;270210000
O43556;SGCE;Epsilon-sarcoglycan;1;0;1;1;1;1;0;0;2;3;2;2;2;2;2;1;1;0;2;1;1;1;0;1;1;0;0;2;1;2;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;6095200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3845100;0;0;0;0;0;0
O43866;CD5L;CD5 antigen-like;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;3;1;2;0;0;0;1;1;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4356200;0;5691200;0;0;0;0;0;0;0;0;2946200;0;0;0
O60242;ADGRB3;Brain-specific angiogenesis inhibitor 3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;670910;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
O60245;PCDH7;Protocadherin-7;0;0;0;1;0;1;0;0;0;1;2;0;1;1;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3321300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
O60279;SUSD5;Sushi domain-containing protein 5;0;2;1;3;3;3;0;0;0;3;2;0;3;2;4;0;0;1;1;2;1;2;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;3922700;5814700;6321200;0;0;0;3656900;4376500;0;4221300;4446800;3485700;0;0;0;0;0;0;2435100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
O60462;NRP2;Neuropilin-2;0;1;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;730510;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
O60888;CUTA;Protein CutA;1;3;3;4;3;4;4;1;4;4;3;3;3;4;4;3;3;4;3;4;3;3;4;2;4;3;1;4;3;4;3;4;4;3;2;3;0;32048000;24971000;20242000;35143000;123370000;36646000;0;31320000;57577000;44430000;50658000;39673000;42589000;31948000;32788000;60843000;56683000;41267000;40069000;39698000;33709000;74700000;19301000;29550000;39745000;0;49357000;32268000;50374000;34659000;34646000;26277000;32848000;28998000;39754000
O75071;EFCAB14;EF-hand calcium-binding domain-containing protein 14;1;1;1;1;0;1;1;0;1;1;1;0;2;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3574000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
O75077;ADAM23;Disintegrin and metalloproteinase domain-containing protein 23;0;0;1;1;0;0;0;0;1;2;1;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2295100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
O75078;ADAM11;Disintegrin and metalloproteinase domain-containing protein 11;1;0;0;1;2;0;0;0;0;2;4;1;2;0;1;0;0;1;1;2;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;3726000;0;0;0;0;2981300;3875700;0;3301800;0;0;0;0;0;0;3402600;0;0;0;0;0;0;0;0;2608900;0;0;0;0;0;0;0
O75144;ICOSLG;ICOS ligand;0;1;1;1;1;2;1;0;1;1;1;0;2;1;2;1;2;2;1;1;2;1;1;0;1;2;1;1;1;1;1;1;2;1;1;2;0;0;0;0;0;16643000;0;0;0;0;0;0;7817900;0;0;0;7435900;5455200;0;0;10043000;0;0;0;0;8325500;0;0;0;0;0;0;0;0;0;8327400
O75326;SEMA7A;Semaphorin-7A;7;9;9;14;14;12;9;7;8;12;14;9;10;9;11;10;11;12;11;12;8;10;9;6;8;10;9;11;8;10;6;6;8;9;8;10;53171000;70557000;56649000;159800000;156500000;122290000;59086000;58407000;54953000;155820000;144350000;170010000;61833000;58064000;62130000;84732000;81582000;83020000;92982000;96267000;109490000;46202000;46746000;48408000;61380000;71775000;75682000;78917000;85033000;80189000;38711000;42251000;33242000;61463000;65572000;71792000
O75503;CLN5;Ceroid-lipofuscinosis neuronal protein 5;1;0;0;0;0;0;2;1;0;1;2;3;1;0;2;0;2;0;1;1;1;2;0;0;3;3;2;2;1;3;0;0;0;0;0;3;0;0;0;0;0;0;2858700;0;0;0;4887600;4572300;0;0;2996900;0;2904500;0;0;0;0;3675300;0;0;3733100;4665000;4878500;4319700;0;3756000;0;0;0;0;0;4666100
O75509;TNFRSF21;Tumor necrosis factor receptor superfamily member 21;2;2;2;1;2;1;2;1;2;2;1;1;2;1;2;0;1;2;2;3;2;2;1;2;2;2;2;2;2;2;1;2;2;1;1;2;8750000;9427700;10552000;0;14736000;0;10342000;0;8943700;12395000;0;0;14578000;0;12895000;0;0;6123900;12173000;10817000;11017000;9161700;0;9341500;5791900;7247700;6412100;13572000;12979000;10051000;0;7316500;8712700;0;0;7249400
O75711;SCRG1;Scrapie-responsive protein 1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;1;2;2;3;3;2;2;2;30209000;34370000;25697000;33157000;29522000;41605000;44030000;38110000;40854000;31728000;34232000;35799000;32637000;26861000;31946000;43994000;31515000;33639000;45566000;42722000;33443000;43029000;35809000;46785000;37838000;38930000;41926000;33393000;0;27045000;31446000;33239000;44867000;32546000;31851000;38939000
O75752;B3GALNT1;UDP-GalNAc:beta-1,3-N-acetylgalactosaminyltransferase 1;1;2;1;2;1;0;0;1;1;2;2;1;1;2;2;1;0;1;2;2;1;1;1;1;1;1;0;1;1;2;0;0;1;1;0;1;0;1657200;0;2119200;0;0;0;0;0;2269600;2417700;0;0;2465200;2316100;0;0;0;2240900;2492900;0;0;0;0;0;0;0;0;0;1914400;0;0;0;0;0;0
O75787;ATP6AP2;Renin receptor;1;2;1;1;1;3;3;2;2;2;3;3;3;2;4;4;3;3;3;1;3;3;3;1;3;1;1;3;0;2;2;1;2;1;2;1;0;4306500;0;0;0;6926600;5451700;5413200;6896700;8590800;7777600;7767400;6772200;5626800;5803900;5697800;5475000;4115100;5541100;0;5875000;5417300;4476300;0;3962500;0;0;5319700;0;3162000;2815100;0;3880700;0;4968600;0
O75882;ATRN;Attractin;6;6;6;7;6;8;7;4;6;9;6;7;6;6;7;7;7;7;7;6;6;8;5;7;7;9;4;8;6;9;6;7;8;7;7;9;27068000;28691000;26773000;25842000;27827000;20190000;27439000;23110000;21842000;30406000;28810000;32383000;20256000;20664000;18681000;26236000;22807000;22806000;21366000;21533000;21189000;22988000;23473000;22926000;27173000;27723000;23247000;22346000;27225000;24423000;25553000;19919000;21879000;31625000;26553000;27730000
O94760;DDAH1;N(G),N(G)-dimethylarginine dimethylaminohydrolase 1;0;1;0;2;1;0;1;0;0;3;2;2;3;3;3;1;0;0;1;2;2;2;0;0;1;1;1;1;2;2;1;0;0;0;0;1;0;0;0;2989300;0;0;0;0;0;3359300;2269200;5065700;1861700;2689400;2287600;0;0;0;0;2958300;3023200;2035400;0;0;0;0;0;0;2269500;1992700;0;0;0;0;0;0
O94769;ECM2;Extracellular matrix protein 2;4;7;5;6;5;4;7;6;5;6;7;2;6;4;4;3;4;4;4;5;9;6;5;4;7;6;6;6;5;7;4;4;5;4;4;6;20542000;19731000;18005000;15356000;15196000;10968000;19154000;21292000;21170000;19857000;21212000;13182000;13110000;12711000;15394000;12989000;11415000;9964000;15666000;11555000;18772000;16865000;15175000;17966000;27391000;21200000;26272000;19873000;18744000;21697000;12075000;9106300;14948000;15420000;12960000;21205000
O94856;NFASC;Neurofascin;8;9;9;14;13;15;9;9;9;17;14;15;10;12;11;11;10;7;10;10;10;11;11;7;11;9;12;10;11;14;10;10;11;10;10;9;53799000;52456000;47242000;86573000;83359000;61713000;48235000;48924000;39678000;96800000;83419000;87754000;61731000;58932000;56944000;44658000;50570000;45013000;73412000;67129000;68963000;45943000;36434000;44956000;41785000;44796000;46808000;51678000;67404000;54491000;42197000;43220000;37038000;45934000;36973000;44807000
O94910;ADGRL1;Latrophilin-1;3;3;2;6;5;7;3;3;3;10;8;4;4;5;5;3;5;3;6;5;4;2;2;2;2;3;2;7;4;6;0;2;1;1;1;3;12382000;10242000;10655000;19365000;18106000;16686000;9948100;11238000;8608100;34008000;24115000;17033000;15118000;17600000;12791000;10185000;12858000;7847300;14334000;15983000;12719000;7131700;6665300;9059700;6015300;9026200;9595900;18317000;14924000;16131000;0;8639700;0;0;0;9028300
O94919;ENDOD1;Endonuclease domain-containing 1 protein;6;7;6;7;8;7;10;6;7;9;9;7;8;9;8;4;4;4;7;7;7;6;6;7;6;8;6;6;6;6;7;6;5;5;5;8;34507000;29661000;29371000;30495000;27589000;25184000;25758000;29043000;22700000;38060000;37699000;34280000;33961000;37965000;33303000;20573000;19549000;20165000;29937000;31261000;30851000;24315000;24333000;24077000;23382000;26699000;24134000;24210000;28611000;22323000;31079000;23382000;21950000;21054000;18107000;26705000
O94985;CLSTN1;Calsyntenin-1;12;16;14;16;18;17;15;12;16;18;17;17;19;17;17;13;13;16;19;17;16;14;16;13;14;15;12;17;13;17;13;15;15;14;13;15;237060000;248400000;243880000;421340000;435160000;404390000;321500000;317100000;302540000;428600000;379630000;391210000;429940000;437660000;408330000;284030000;256070000;246560000;339270000;342360000;353470000;254610000;229320000;240670000;177570000;211460000;202100000;308390000;363410000;291020000;267430000;252590000;217430000;191370000;177140000;211510000
O95206;PCDH8;Protocadherin-8;0;0;0;0;2;1;0;0;0;1;1;0;3;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2865800;0;0;0;0;0;0;0;3237100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
O95428;PAPLN;Papilin;0;0;0;2;2;2;2;2;1;1;1;2;0;0;1;1;0;0;1;0;0;1;1;1;1;1;1;1;0;0;2;2;0;0;0;1;0;0;0;0;0;3171300;2611300;3630300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
O95445;APOM;Apolipoprotein M;2;1;0;1;0;0;1;0;1;0;1;0;1;1;1;2;2;1;1;2;0;2;2;1;1;1;0;1;0;0;2;2;2;2;0;1;8085000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5769300;0;8340800;0;0;0;0;0;0;0;0;7553900;0;0;0;0;0
O95502;NPTXR;Neuronal pentraxin receptor;5;7;5;6;4;8;6;4;6;7;6;5;8;6;6;6;5;5;6;8;8;4;6;5;7;6;4;6;4;7;4;5;4;4;4;6;75761000;88014000;96188000;133370000;112240000;106580000;69334000;82573000;74246000;152130000;142640000;120790000;92298000;91623000;81348000;64897000;51578000;59004000;98072000;108920000;129760000;69019000;64923000;63696000;65033000;78993000;73881000;76833000;96080000;81362000;56467000;57707000;50556000;52552000;44237000;79011000
O95967;EFEMP2;EGF-containing fibulin-like extracellular matrix protein 2;1;3;2;3;4;3;5;4;4;3;4;4;5;4;5;2;2;2;4;3;3;3;4;3;3;4;5;3;3;3;3;0;2;0;0;4;0;9611400;10195000;8722100;8010600;9701100;9125100;11993000;10109000;12278000;10504000;10406000;10307000;10995000;10544000;8769700;10976000;7340400;9784700;10126000;10956000;10497000;8032100;11991000;11262000;11065000;11619000;9887100;9719600;12037000;12856000;0;9635200;0;0;11067000
P00338;LDHA;L-lactate dehydrogenase A chain;2;2;2;2;2;2;1;1;2;3;2;2;3;3;1;1;2;1;2;3;3;2;1;1;1;2;1;3;2;2;2;1;1;2;1;2;2287500;2880400;2728200;2824000;2109500;4803400;0;0;3100500;3659400;4043100;3876700;3995500;4367500;0;0;3018700;0;2683600;3737600;3831300;3122300;0;0;0;1948000;0;2200700;3339100;4121400;3297700;0;0;2191800;0;1948500
P00441;SOD1;Superoxide dismutase [Cu-Zn];2;4;5;4;3;3;4;2;4;4;3;4;5;4;4;5;4;5;5;5;3;4;4;3;4;5;3;5;4;4;4;5;5;4;5;5;243100000;171480000;153250000;222990000;222710000;254240000;194900000;218450000;134070000;289030000;225630000;175400000;316810000;267740000;266130000;137190000;197030000;155640000;214390000;204090000;212650000;173210000;189010000;180480000;109270000;179090000;203160000;157980000;167630000;182350000;188230000;148250000;126800000;103560000;115810000;179130000
P00450;CP;Ceruloplasmin;27;31;30;25;27;29;30;23;29;28;24;25;27;27;27;32;28;34;31;31;25;27;33;27;31;30;27;28;24;31;25;30;31;31;33;30;1197400000;1081700000;1244100000;915370000;971640000;1048200000;1256300000;959150000;1033000000;900550000;833380000;963330000;789780000;889990000;1032700000;1565200000;1544100000;1488000000;1091800000;1222000000;929310000;1291600000;1478000000;1281900000;1620400000;1582300000;1156100000;1047500000;1202600000;1098300000;1489800000;1505000000;1404900000;1855300000;2076600000;1582600000
P00505;GOT2;Aspartate aminotransferase, mitochondrial;0;0;0;1;0;0;0;0;0;1;1;2;1;0;0;1;0;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2227000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P00558;PGK1;Phosphoglycerate kinase 1;2;2;1;3;2;2;3;2;2;3;4;2;3;2;3;2;1;2;2;3;2;2;3;2;2;2;2;2;3;3;3;2;2;3;2;2;3540600;3587400;0;3545100;4219800;3878400;4172500;5153000;0;3395500;4227800;3846100;4409800;4144700;4016800;2852200;0;2672000;4813500;4903700;4889900;3371400;3255000;4770900;2752900;2767300;1780300;2906600;4440800;4435400;4463600;3071700;2060500;2583500;1534800;2768000
P00734;F2;Prothrombin;17;20;18;15;17;17;17;15;17;17;17;14;17;15;16;20;20;21;16;17;15;20;19;17;21;17;18;19;16;17;14;19;18;21;22;17;567740000;473320000;454710000;366660000;372090000;268810000;378130000;448090000;396080000;284350000;315250000;309370000;341330000;324760000;373520000;526540000;498650000;519290000;344200000;317070000;296630000;561080000;477610000;527040000;671020000;471580000;572300000;351290000;346290000;364160000;419770000;429500000;464120000;603710000;548450000;462340000
P00736;C1R;Complement C1r subcomponent;19;18;16;18;16;16;18;14;16;17;16;16;15;13;14;17;19;19;17;16;17;15;18;17;17;20;17;18;16;15;16;16;17;17;17;20;178620000;168030000;177450000;128280000;125700000;143940000;182800000;207930000;182950000;158500000;154850000;142190000;100800000;103180000;102540000;178090000;177560000;169570000;158730000;148960000;159280000;137160000;137250000;153140000;157950000;191840000;168430000;160490000;177960000;157260000;194060000;162840000;180300000;164840000;170220000;191890000
