From	Entry
ENSP00000318158	Q96EL2
ENSP00000339813	O60704
ENSP00000331385	Q8IV33
ENSP00000332511	Q6UWY5
ENSP00000264658	Q96IG2
ENSP00000381382	E9PH57
ENSP00000411788	Q9HC97
ENSP00000307684	O75528
ENSP00000216277	P51003
ENSP00000299192	Q7Z4Q2
ENSP00000377768	Q86XF0
ENSP00000371858	P46087
ENSP00000467083	Q2TAK8
ENSP00000448517	P14384
ENSP00000400921	A0A0A0MSS3
ENSP00000376453	Q6ZMG9
ENSP00000357393	P52797
ENSP00000403310	Q16560
ENSP00000355961	Q9NVH2
ENSP00000342952	Q08462
ENSP00000276440	Q9H7D0
ENSP00000376097	O94763
ENSP00000365529	Q5T848
ENSP00000356385	P36980
ENSP00000356391	A0A3B3IQ51
ENSP00000377086	Q1L5Z9
ENSP00000164024	Q9NYQ7
ENSP00000350378	Q7Z5G4
ENSP00000295926	Q9UK58
ENSP00000246006	Q9NPY3
ENSP00000262525	Q9UEG4
ENSP00000357927	Q7Z465
ENSP00000359464	Q5TC84
ENSP00000326933	Q14140
ENSP00000310447	Q9UI32
ENSP00000235532	Q8WVF1
ENSP00000005340	O14641
ENSP00000294904	P29558
ENSP00000375809	P18074
ENSP00000366645	Q9UJQ7
ENSP00000398882	Q9BU89
ENSP00000356251	O60883
ENSP00000482437	Q9H6U8
ENSP00000352265	Q6ZTW0
ENSP00000368965	Q68CP4
ENSP00000377747	O14647
ENSP00000367346	Q5TEU4
ENSP00000303634	Q14114
ENSP00000462879	J3KTA2
ENSP00000271555	Q14814
ENSP00000324404	Q9BT92
ENSP00000255945	Q9NUV9
ENSP00000348429	Q9ULC5
ENSP00000415899	Q9H0K6
ENSP00000258873	Q96GR2
ENSP00000456480	Q8TEQ0
ENSP00000362588	P40426
ENSP00000300051	Q86WU2
ENSP00000365625	O60231
ENSP00000384848	P85299
ENSP00000364140	P39059
ENSP00000264709	Q9Y6K1
ENSP00000359404	E9PEZ5
ENSP00000394624	P35372
ENSP00000427679	E9PBP6
ENSP00000253693	Q9Y6W3
ENSP00000081029	P82673
ENSP00000281471	Q8IY45
ENSP00000328269	Q9P0W2
ENSP00000351218	A6NFM0
ENSP00000265245	Q9H089
ENSP00000368439	Q9Y5K3
ENSP00000341208	P42229
ENSP00000295951	Q14BN4
ENSP00000263413	P13671
ENSP00000367197	O76038
ENSP00000374069	Q92932
ENSP00000371194	P33241
ENSP00000426741	B4DXG7
ENSP00000294016	O60503
ENSP00000361423	P00519
ENSP00000348888	P01833
ENSP00000291442	P10588
ENSP00000294973	P46952
ENSP00000364929	A0A0C4DFW2
ENSP00000372351	O96028
ENSP00000477981	O95258
ENSP00000413632	Q4G0Z9
ENSP00000255108	Q9BQC3
ENSP00000462333	Q8NFI3
ENSP00000283351	Q9Y2L5
ENSP00000390331	I3L0E3
ENSP00000383973	F6RRE2
ENSP00000251269	Q9UK13
ENSP00000339145	Q14684
ENSP00000337623	Q5TBB1
ENSP00000316532	A0A494BWY4
ENSP00000312811	P57789
ENSP00000013070	Q8N806
ENSP00000393183	Q9Y4B6
ENSP00000349824	Q8NFH8
ENSP00000397026	Q13002
ENSP00000363117	P09769
ENSP00000387426	P0DTL6
ENSP00000203001	Q9UJA5
ENSP00000322273	Q9NRN5
ENSP00000381072	P50452
ENSP00000350386	P24386
ENSP00000199706	Q13084
ENSP00000367202	O95980
ENSP00000312158	Q7KYR7
ENSP00000330587	P80294
ENSP00000199320	Q9UNQ2
ENSP00000331902	P29400
ENSP00000363668	Q9UER7
ENSP00000357643	P46013
ENSP00000265107	Q9NW82
ENSP00000352069	O00308
ENSP00000427562	P42684
ENSP00000333568	Q15139
ENSP00000467556	Q9UKJ3
ENSP00000446872	O43716
ENSP00000312250	Q9BRR6
ENSP00000261250	Q9NQ89
ENSP00000463233	P0CB38
ENSP00000361107	P36894
ENSP00000419446	Q13443
ENSP00000327104	A0A6E1W401
ENSP00000364486	O00757
ENSP00000264079	Q9GZU1
ENSP00000359385	Q92990
ENSP00000265437	Q9NRC1
ENSP00000261407	Q6P1A2
ENSP00000370214	Q9BU64
ENSP00000295888	Q8IZQ1
ENSP00000417330	Q6L8G8
ENSP00000392466	A0A6E1WJ75
ENSP00000355536	Q99707
ENSP00000413152	Q9Y680
ENSP00000413445	A8MWY0
ENSP00000249842	O14498
ENSP00000296805	Q969S9
ENSP00000257290	P16234
ENSP00000350333	Q9H0E3
ENSP00000479904	Q9UBW7
ENSP00000377401	Q8TB61
ENSP00000345083	P46734
ENSP00000292476	O95639
ENSP00000356903	Q16222
ENSP00000368984	Q06265
ENSP00000351214	Q9P0U1
ENSP00000261769	P12830
ENSP00000290155	P57076
ENSP00000467271	O94911
ENSP00000325091	Q5VUJ6
ENSP00000346464	Q15906
ENSP00000025008	Q8TDY2
ENSP00000390661	P0C7M8
ENSP00000453704	Q8IUE1
ENSP00000438949	O00305
ENSP00000484804	Q7Z3E5
ENSP00000448165	O14727
ENSP00000269097	Q9BUM1
ENSP00000268797	Q3B7J2
ENSP00000332247	Q9Y487
ENSP00000322898	Q9UH73
ENSP00000386942	Q96JF0
ENSP00000254325	P22670
ENSP00000296603	Q68DH5
ENSP00000464167	J3QRE1
ENSP00000200557	O75078
ENSP00000485627	A8K0Z3
ENSP00000343172	Q6MZM9
ENSP00000288228	Q8TBF8
ENSP00000354972	Q5VZE5
ENSP00000364028	P42892
ENSP00000483228	Q5MIZ7
ENSP00000353098	Q9BTE3
ENSP00000359904	Q6IPR3
ENSP00000455426	Q2M1K9
ENSP00000353920	P78563
ENSP00000381601	P20591
ENSP00000386306	Q15858
ENSP00000344087	Q8WXX7
ENSP00000294435	Q96R05
ENSP00000360869	P09914
ENSP00000358903	P05093
ENSP00000381490	Q71RC2
ENSP00000216602	Q9BQ24
ENSP00000311778	Q8NF64
ENSP00000262301	Q96S06
ENSP00000384570	Q9BWT7
ENSP00000373715	Q8IU60
ENSP00000432487	Q96ER3
ENSP00000264690	P03952
ENSP00000263461	Q9BZH6
ENSP00000265990	O14981
ENSP00000337289	Q7L2Z9
ENSP00000354919	Q14D04
ENSP00000282026	Q969Q4
ENSP00000245564	Q9BUK6
ENSP00000295225	Q9Y2W7
ENSP00000471331	B4DGG1
ENSP00000406026	Q6ZV89
ENSP00000455229	Q9NX74
ENSP00000445675	P78395
ENSP00000009530	P04233
ENSP00000349576	P32321
ENSP00000260283	Q9P2F6
ENSP00000364298	Q9UIM3
ENSP00000209718	Q9C075
ENSP00000270645	Q96D15
ENSP00000262960	Q86TI2
ENSP00000469445	Q9UL41
ENSP00000263681	Q15054
ENSP00000346635	Q86YB8
ENSP00000272139	Q9BU76
ENSP00000455047	H3BNX3
ENSP00000363092	Q13976
ENSP00000354387	Q9NWW6
ENSP00000239891	Q9Y673
ENSP00000357156	O43866
ENSP00000233838	P38435
ENSP00000391942	Q9NVZ3
ENSP00000371434	P48380
ENSP00000382091	Q6P6C2
ENSP00000380093	P56693
ENSP00000324510	O94812
ENSP00000353165	Q9H3S4
ENSP00000436580	P0DMB1
ENSP00000436891	E9PI22
ENSP00000368447	Q8IXQ4
ENSP00000417980	Q9H9B1
ENSP00000409382	Q9BSW2
ENSP00000358896	Q9HBK9
ENSP00000356848	Q96BN2
ENSP00000339030	Q96JP5
ENSP00000428924	P07948
ENSP00000358059	Q8WWV3
ENSP00000292180	Q8NFF5
ENSP00000244043	Q16647
ENSP00000352976	Q86W34
ENSP00000313422	Q66PJ3
ENSP00000313422	A0A8C8KBE9
ENSP00000309899	Q9UHQ1
ENSP00000261884	Q15650
ENSP00000461930	P82921
ENSP00000480626	A0A087WWZ6
ENSP00000385334	Q9Y6D9
ENSP00000263196	P98153
ENSP00000360423	Q00975
ENSP00000446874	F8VZ95
ENSP00000345793	Q9UGR2
ENSP00000064571	Q9NTU7
ENSP00000376246	Q8IYB1
ENSP00000274643	Q86YV6
ENSP00000219689	Q70CQ4
ENSP00000351314	P40306
ENSP00000381340	P36269
ENSP00000313885	Q12767
ENSP00000356155	O00750
ENSP00000389182	P78346
ENSP00000292211	Q7Z7E8
ENSP00000254528	Q9BXX0
ENSP00000366030	Q8N4J0
ENSP00000396320	P35499
ENSP00000245479	P48436
ENSP00000263881	Q8IVH8
ENSP00000279227	Q86UX7
ENSP00000412326	Q9UBL0
ENSP00000417138	P55058
ENSP00000364114	Q30154
ENSP00000431371	E9PLN8
ENSP00000296257	Q9HC62
ENSP00000260327	Q05D32
ENSP00000480524	Q6EKJ0
ENSP00000225737	O43572
ENSP00000360327	Q7L3T8
ENSP00000320038	O14559
ENSP00000408146	P04440
ENSP00000347324	Q8IXL7
ENSP00000339801	P22304
ENSP00000437489	Q9NPG1
ENSP00000256255	Q96BY9
ENSP00000374323	A0A0B4J1T8
ENSP00000430945	O14514
ENSP00000297293	Q8IWU2
ENSP00000339881	Q9NXC5
ENSP00000261721	Q9H0C5
ENSP00000297029	Q9Y6U3
ENSP00000357737	Q9BYE4
ENSP00000353463	Q86YP4
ENSP00000002125	Q7L592
ENSP00000329380	P07359
ENSP00000429344	Q9UL42
ENSP00000382492	Q96JH8
ENSP00000268919	Q8N4N8
ENSP00000299638	P0CAP2
ENSP00000237536	O94964
ENSP00000248668	Q9P244
ENSP00000406723	Q86UP8
ENSP00000350686	Q86XL3
ENSP00000344115	P33151
ENSP00000396467	Q16644
ENSP00000387010	Q15032
ENSP00000400312	Q6PHR2
ENSP00000384421	Q9UBB9
ENSP00000370128	P30825
ENSP00000305777	Q9HCP0
ENSP00000309953	O95967
ENSP00000282516	Q6KC79
ENSP00000251363	Q9HA82
ENSP00000369860	Q8NHP6
ENSP00000265382	O14986
ENSP00000413150	A1L170
ENSP00000320917	Q8N9T8
ENSP00000315775	J3KNI1
ENSP00000438492	Q96S21
ENSP00000261681	Q8N3R9
ENSP00000483562	Q9Y467
ENSP00000265840	Q8N336
ENSP00000324741	Q8WVR3
ENSP00000278919	Q99689
ENSP00000263686	P16109
ENSP00000291576	Q15269
ENSP00000327179	Q969X6
ENSP00000382731	Q9NZK5
ENSP00000400376	Q6P179
ENSP00000358242	Q8TF01
ENSP00000357697	P29034
ENSP00000263946	Q13835
ENSP00000344331	Q0P6D2
ENSP00000309794	Q8TBP0
ENSP00000371514	Q8TDN2
ENSP00000483521	A0A087X0N2
ENSP00000348472	Q7Z7A4
ENSP00000413520	Q8IV36
ENSP00000312143	Q68CZ2
ENSP00000355014	Q8NG27
ENSP00000366898	Q9Y2N7
ENSP00000202677	Q2PPJ7
ENSP00000266058	O75093
ENSP00000280551	O94855
ENSP00000344314	O75665
ENSP00000264498	P09038
ENSP00000264498	A0A0A0MQV6
ENSP00000329918	Q6ZN04
ENSP00000343515	Q15560
ENSP00000422753	A0A499FJW5
ENSP00000354923	A0A075B6G3
ENSP00000256722	Q5EBM0
ENSP00000375810	Q6P597
ENSP00000247001	Q8IWZ8
ENSP00000215906	Q6ICH7
ENSP00000280190	Q8IZU2
ENSP00000216336	P08311
ENSP00000481203	B8ZZ34
ENSP00000357740	P22531
ENSP00000357744	P35325
ENSP00000357746	P22532
ENSP00000376423	P35326
ENSP00000340176	Q93062
ENSP00000427793	Q9H0M0
ENSP00000348215	Q5TCZ1
ENSP00000469863	Q9Y463
ENSP00000410943	Q9UJ04
ENSP00000333142	O60733
ENSP00000357748	Q9P287
ENSP00000256178	Q9Y5Y7
ENSP00000232375	Q16877
ENSP00000221462	O75864
ENSP00000230124	Q92562
ENSP00000477870	Q99525
ENSP00000323313	Q14554
ENSP00000426906	H0YAE9
ENSP00000385478	A4D126
ENSP00000353238	P16150
ENSP00000354896	Q13255
ENSP00000361595	Q96PL5
ENSP00000394751	Q8WWN9
ENSP00000386135	P53355
ENSP00000302177	Q6ZWT7
ENSP00000438748	Q8ND04
ENSP00000274255	Q13309
ENSP00000328472	Q9H228
ENSP00000314157	A0A7P0T8U4
ENSP00000420294	Q8NDX5
ENSP00000317595	P59282
ENSP00000383909	Q96SC8
ENSP00000384651	Q13615
ENSP00000250018	P17752
ENSP00000260453	Q8NEH6
ENSP00000365694	Q96QC0
ENSP00000319814	P35558
ENSP00000358335	O43318
ENSP00000480186	P49005
ENSP00000480186	A0A087WWF6
ENSP00000427211	Q92870
ENSP00000454836	Q12788
ENSP00000359634	Q2TAP0
ENSP00000320688	Q96CQ1
ENSP00000411355	P08575
ENSP00000303276	P10153
ENSP00000343871	Q5T4D3
ENSP00000483276	Q9H0R3
ENSP00000368496	Q96L58
ENSP00000326570	Q9H9S5
ENSP00000407118	Q9NX95
ENSP00000301945	Q9H6X2
ENSP00000368169	O14640
ENSP00000344562	Q6QEF8
ENSP00000271332	Q9HCU4
ENSP00000364080	Q5SU54
ENSP00000353796	Q8N9V6
ENSP00000423541	Q496J9
ENSP00000364678	A2ABF8
ENSP00000332613	Q86UD1
ENSP00000248114	P55789
ENSP00000369695	P42568
ENSP00000301459	Q8IZ40
ENSP00000384302	Q15061
ENSP00000325355	Q8WXE0
ENSP00000454852	O95149
ENSP00000439056	O94927
ENSP00000265969	P48547
ENSP00000269967	Q96F63
ENSP00000423567	Q494R4
ENSP00000413064	Q8N9F0
ENSP00000280701	Q9NWU1
ENSP00000365630	Q8IZ41
ENSP00000370022	E9PEI2
ENSP00000251496	Q9BPX3
ENSP00000266712	Q6ZXV5
ENSP00000303766	P83110
ENSP00000346874	Q8WVX9
ENSP00000405111	Q6P158
ENSP00000357869	A0A0B4J1S8
ENSP00000263092	Q86W50
ENSP00000442954	O95996
ENSP00000276202	Q5JSL3
ENSP00000386935	Q3KQV9
ENSP00000348128	O95425
ENSP00000331831	Q14393
ENSP00000377275	Q14789
ENSP00000351209	P29317
ENSP00000386764	P61129
ENSP00000364700	Q99983
ENSP00000346986	Q9BTA9
ENSP00000402515	Q96Q15
ENSP00000480914	Q9BVV2
ENSP00000383333	Q14149
ENSP00000156109	Q92917
ENSP00000371321	P35251
ENSP00000362103	Q03052
ENSP00000426632	Q96RT1
ENSP00000395473	O00754
ENSP00000359683	E9PAM4
ENSP00000452120	Q13683
ENSP00000312081	Q8TE77
ENSP00000366144	Q9Y651
ENSP00000250454	Q56P03
ENSP00000364995	Q92529
ENSP00000252674	Q03111
ENSP00000449253	Q96PR1
ENSP00000347038	Q9NRQ2
ENSP00000417222	P15086
ENSP00000427844	Q8IYX8
ENSP00000398076	O43861
ENSP00000264183	Q4LE39
ENSP00000453273	Q8IUZ0
ENSP00000362136	Q5VSG8
ENSP00000483103	A0JP26
ENSP00000312770	Q8N8R5
ENSP00000326411	Q69YN2
ENSP00000376921	Q96CW9
ENSP00000301732	Q99758
ENSP00000356070	P49137
ENSP00000455064	Q92536
ENSP00000362424	Q8TDR0
ENSP00000345008	Q9UBX5
ENSP00000300176	O95081
ENSP00000343290	Q6ZQR2
ENSP00000257829	Q9H0A0
ENSP00000335029	Q14644
ENSP00000352185	O75151
ENSP00000222511	A4D1E9
ENSP00000356515	P46939
ENSP00000335677	Q01167
ENSP00000416750	Q9BYT3
ENSP00000424838	Q9NQI0
ENSP00000357268	Q9H3S1
ENSP00000381542	Q6L8G5
ENSP00000357196	Q15262
ENSP00000377807	Q96E09
ENSP00000361518	Q5JTD7
ENSP00000326170	Q8WZ73
ENSP00000358042	Q9H0R6
ENSP00000363869	Q9Y279
ENSP00000348673	Q6IQ21
ENSP00000330148	Q9ULK0
ENSP00000331879	O60678
ENSP00000386588	A6NKT7
ENSP00000347046	O76074
ENSP00000388320	Q2VPK5
ENSP00000008938	O75594
ENSP00000323099	Q8WXE1
ENSP00000376553	Q4V9L6
ENSP00000481045	Q15569
ENSP00000378077	Q9Y5H1
ENSP00000296473	Q86VX9
ENSP00000303942	P14770
ENSP00000452948	P49641
ENSP00000255030	P02741
ENSP00000379802	Q01432
ENSP00000262352	P43005
ENSP00000304277	P30408
ENSP00000300069	Q6ZRY4
ENSP00000437256	Q9UPY3
ENSP00000386810	Q7Z3J3
ENSP00000363255	P49796
ENSP00000313377	Q9BZ23
ENSP00000399259	Q86WN1
ENSP00000361522	Q5JTD0
ENSP00000295802	Q6NUM9
ENSP00000403042	Q8N3S3
ENSP00000354991	Q86TB3
ENSP00000456953	H3BUK9
ENSP00000457689	A0A0A6YYL3
ENSP00000386616	A2A288
ENSP00000361965	P00813
ENSP00000356959	Q14994
ENSP00000269346	Q9BSA4
ENSP00000426613	Q96KP6
ENSP00000258654	Q96JB2
ENSP00000274063	Q96HF1
ENSP00000380666	Q9UM01
ENSP00000476755	O60237
ENSP00000337907	Q5T2T1
ENSP00000225927	P54802
ENSP00000254801	P01591
ENSP00000373734	Q6ZUT9
ENSP00000249910	O95243
ENSP00000321703	O75410
ENSP00000393963	Q9BW19
ENSP00000296181	P18084
ENSP00000351908	Q99683
ENSP00000281453	Q71F23
ENSP00000396915	Q07699
ENSP00000406986	P46095
ENSP00000225298	Q9Y5J1
ENSP00000300131	Q15742
ENSP00000412237	P22301
ENSP00000474071	Q96HB5
ENSP00000441000	Q5ST30
ENSP00000252744	Q9HCJ5
ENSP00000313391	P98082
ENSP00000353401	P39880
ENSP00000482396	A0A087WZ62
ENSP00000360464	Q8N5F7
ENSP00000365908	Q8WUY3
ENSP00000295902	A0A1X7SBR1
ENSP00000477716	P17098
ENSP00000235521	Q9UGM6
ENSP00000431971	E9PIW9
ENSP00000280236	Q8NA03
ENSP00000315474	Q8NHV1
ENSP00000362036	Q9Y3D3
ENSP00000326424	Q6IA69
ENSP00000440982	F5GXT2
ENSP00000317891	Q15025
ENSP00000368305	Q9NPB8
ENSP00000445043	Q5TBA9
ENSP00000366984	Q6A162
ENSP00000357718	Q86SG5
ENSP00000416683	P35858
ENSP00000419952	Q14722
ENSP00000274368	P24387
ENSP00000417706	Q6PH85
ENSP00000480297	Q9BSG1
ENSP00000295101	P48549
ENSP00000212015	Q96EB6
ENSP00000384996	Q9BXI6
ENSP00000357231	Q8N1K5
ENSP00000317469	Q8NFJ9
ENSP00000318066	Q9Y6X5
ENSP00000365682	Q04724
ENSP00000420443	Q9P003
ENSP00000306425	Q9BUK0
ENSP00000313953	Q6P3X3
ENSP00000332879	O43155
ENSP00000295633	Q12841
ENSP00000381053	Q15326
ENSP00000379682	P02810
ENSP00000382590	A8MUN0
ENSP00000268125	P12271
ENSP00000277575	Q92738
ENSP00000400839	Q8TBE7
ENSP00000328923	Q6NY19
ENSP00000261439	Q86TI0
ENSP00000311492	Q2M1V0
ENSP00000261211	Q00537
ENSP00000419592	Q7Z309
ENSP00000357113	Q16666
ENSP00000307342	O60741
ENSP00000362643	P46020
ENSP00000289153	P42338
ENSP00000480916	A0A087WXD1
ENSP00000269945	Q8IXT2
ENSP00000273814	P52824
ENSP00000262545	P16519
ENSP00000349547	Q9NS23
ENSP00000473233	M0R3H8
ENSP00000364190	P40425
ENSP00000396673	Q8IY81
ENSP00000368648	Q6NXT4
ENSP00000465638	Q9NV29
ENSP00000432786	Q9Y2K7
ENSP00000277225	Q96JM2
ENSP00000223642	P01031
ENSP00000441954	Q99717
ENSP00000228476	P14920
ENSP00000370849	Q3MIP1
ENSP00000262940	O43374
ENSP00000376035	Q9Y2Y4
ENSP00000364912	Q96T58
ENSP00000026218	Q9BRB3
ENSP00000448059	P00439
ENSP00000410804	Q9NP80
ENSP00000469888	P0DI82
ENSP00000363694	Q9H329
ENSP00000446184	Q5JTH9
ENSP00000362381	Q5JU69
ENSP00000354085	Q8IWZ3
ENSP00000354525	Q96A35
ENSP00000329312	P15814
ENSP00000292616	Q9UFC0
ENSP00000228463	Q14242
ENSP00000216733	O43281
ENSP00000377370	Q5DX21
ENSP00000426191	O75943
ENSP00000255409	P36222
ENSP00000305449	Q8NE01
ENSP00000384564	Q8WWX9
ENSP00000481054	Q7Z6P3
ENSP00000356791	Q07507
ENSP00000264400	Q0VAM2
ENSP00000253496	P00748
ENSP00000339208	Q6V1X1
ENSP00000370473	P17936
ENSP00000440273	O14492
ENSP00000349087	Q4ZIN3
ENSP00000345107	Q9BSF0
ENSP00000283249	P18564
ENSP00000299855	P08254
ENSP00000393392	Q9UBC5
ENSP00000320378	Q9UHI5
ENSP00000253063	P58004
ENSP00000351856	B2RU33
ENSP00000363193	Q93074
ENSP00000301178	P30530
ENSP00000262288	Q9HB40
ENSP00000261609	O95714
ENSP00000384906	P0DJI8
ENSP00000365588	Q14676
ENSP00000253778	O94808
ENSP00000406286	O15156
ENSP00000357304	Q7Z7F0
ENSP00000362361	P50750
ENSP00000262741	Q92569
ENSP00000377797	Q70CQ1
ENSP00000239231	Q9H999
ENSP00000242067	Q3SYG4
ENSP00000323670	O95365
ENSP00000426568	Q15797
ENSP00000217961	A0A590UJL0
ENSP00000301454	Q9BV35
ENSP00000278222	P35542
ENSP00000305334	Q8N475
ENSP00000427926	Q9BYZ6
ENSP00000302629	Q70JA7
ENSP00000439913	F6TDL0
ENSP00000264344	O94988
ENSP00000466834	K7EN88
ENSP00000367972	P47928
ENSP00000481056	A0A087WXI2
ENSP00000297273	Q96PB1
ENSP00000306918	Q9Y5F7
ENSP00000297265	Q96CF2
ENSP00000250405	Q92843
ENSP00000353910	Q9BYC5
ENSP00000413100	Q4G0I0
ENSP00000345133	Q6DT37
ENSP00000393417	P31944
ENSP00000384952	O15235
ENSP00000284142	Q8WXJ9
ENSP00000440556	Q14833
ENSP00000361995	Q9BTX7
ENSP00000358549	Q5T160
ENSP00000357811	Q5VZQ5
ENSP00000450842	Q3MIR4
ENSP00000241416	P27037
ENSP00000334474	Q9ULJ6
ENSP00000265689	P35790
ENSP00000358854	Q15542
ENSP00000485552	A0A096LPE2
ENSP00000332576	Q969R2
ENSP00000264917	O95263
ENSP00000212355	Q03167
ENSP00000321706	P57678
ENSP00000376945	Q5XUX1
ENSP00000386959	Q9BXY5
ENSP00000368565	Q99543
ENSP00000297313	O76081
ENSP00000216968	Q9UNN8
ENSP00000322229	A0A0A0MR51
ENSP00000438483	P52292
ENSP00000353452	Q15746
ENSP00000363043	Q9Y312
ENSP00000356470	Q5T5J6
ENSP00000280357	Q14116
ENSP00000400041	Q701N4
ENSP00000271375	O95562
ENSP00000263791	Q9P2K8
ENSP00000318690	P16383
ENSP00000209873	Q9NRG9
ENSP00000299492	Q8ND30
ENSP00000439244	F5H2X7
ENSP00000368207	Q9BXU8
ENSP00000314901	Q6UXK5
ENSP00000454303	Q2VPB7
ENSP00000394352	Q155Q3
ENSP00000265728	Q9UBU7
ENSP00000318094	Q96GD3
ENSP00000351682	Q96KN2
ENSP00000477999	P29475
ENSP00000272091	Q6IQ49
ENSP00000299824	Q96T49
ENSP00000333813	Q9BV10
ENSP00000270115	Q8IYG6
ENSP00000466989	Q9BTN0
ENSP00000365081	O95445
ENSP00000412461	Q7Z5H3
ENSP00000444134	Q8NGA0
ENSP00000475686	U3KQA5
ENSP00000373700	Q9UM73
ENSP00000406012	Q96RY7
ENSP00000354597	O75064
ENSP00000381204	Q8N131
ENSP00000419378	O95833
ENSP00000262231	Q9UQ26
ENSP00000310406	Q13671
ENSP00000259486	Q13822
ENSP00000358421	P14060
ENSP00000276893	Q96PU4
ENSP00000349076	P54259
ENSP00000352927	Q9Y4B5
ENSP00000262903	Q8IYU2
ENSP00000362294	A0A075B6H0
ENSP00000286355	P40145
ENSP00000469413	O96013
ENSP00000329170	P20265
ENSP00000439807	O75970
ENSP00000288235	Q12965
ENSP00000306888	Q8WW52
ENSP00000368793	O75570
ENSP00000338629	Q9P2R6
ENSP00000293373	P55160
ENSP00000302400	P02814
ENSP00000339637	Q6PJG6
ENSP00000337732	Q96NL0
ENSP00000339958	Q9Y2I1
ENSP00000348510	Q12789
ENSP00000280665	Q8IZD4
ENSP00000455106	Q14137
ENSP00000294409	Q9Y692
ENSP00000267842	O14975
ENSP00000323275	Q8WXU2
ENSP00000293894	P57073
ENSP00000470383	M0QZ92
ENSP00000267485	Q86TY3
ENSP00000411010	Q5QJE6
ENSP00000314606	P51688
ENSP00000347847	A0A499FIJ6
ENSP00000347839	Q7L804
ENSP00000263382	Q9NVP2
ENSP00000176763	O94804
ENSP00000269856	Q9BSK4
ENSP00000324318	Q8WVT3
ENSP00000422188	Q6PF05
ENSP00000363207	A6NIR3
ENSP00000450838	P29622
ENSP00000262210	A0A7I2PHE7
ENSP00000301190	Q7Z3H0
ENSP00000449381	Q8IW41
ENSP00000288078	Q8N0W3
ENSP00000296350	P08582
ENSP00000362656	Q92805
ENSP00000298386	Q8WXD0
ENSP00000399797	Q9HCE1
ENSP00000368318	Q8N0Z8
ENSP00000350198	P30874
ENSP00000408429	Q96SY0
ENSP00000294517	Q96A70
ENSP00000181383	Q96IY4
ENSP00000393776	Q0JRZ9
ENSP00000437968	F5H619
ENSP00000376227	Q2T9K0
ENSP00000301015	Q92508
ENSP00000400892	A2RU30
ENSP00000427888	Q8IZT8
ENSP00000379644	P35712
ENSP00000392495	P0DI81
ENSP00000457386	B2RUZ4
ENSP00000481994	F8WCM8
ENSP00000304408	P02461
ENSP00000273063	P48751
ENSP00000280258	O95084
ENSP00000236826	P22894
ENSP00000326579	P53701
ENSP00000402355	Q96T59
ENSP00000274711	O43300
ENSP00000334563	Q8IUG5
ENSP00000264866	Q8N5T2
ENSP00000040738	Q8NFC6
ENSP00000222982	P20815
ENSP00000348455	Q9P2Y5
ENSP00000263798	Q06418
ENSP00000369213	O95786
ENSP00000257861	O75366
ENSP00000361418	O94829
ENSP00000339917	Q9HBM6
ENSP00000334998	P07438
ENSP00000332756	Q8NB49
ENSP00000377428	Q96MT7
ENSP00000299308	Q14DG7
ENSP00000277458	Q9NWX5
ENSP00000296859	Q8TEU7
ENSP00000286234	Q8TB45
ENSP00000361932	Q495W5
ENSP00000361917	Q9P291
ENSP00000397441	Q9Y2V7
ENSP00000297459	Q96NL1
ENSP00000249776	Q9Y448
ENSP00000348632	Q9BYM8
ENSP00000264775	O14494
ENSP00000379804	Q9BXB5
ENSP00000468354	Q8N6D5
ENSP00000241436	Q9UBT6
ENSP00000382688	P29375
ENSP00000481732	Q01740
ENSP00000299367	P06681
ENSP00000248564	P61952
ENSP00000479168	A0A087WV42
ENSP00000342075	Q8NDZ2
ENSP00000384625	Q9UBE8
ENSP00000439782	Q14188
ENSP00000223357	Q8IUX7
ENSP00000483038	A0A087X018
ENSP00000319590	Q8N4B5
ENSP00000413929	Q9P2K3
ENSP00000257700	Q6NUQ1
ENSP00000288607	Q9BT73
ENSP00000386213	Q8WXR4
ENSP00000355465	Q8WYP5
ENSP00000426948	E9PCH4
ENSP00000410910	Q8IVN3
ENSP00000355261	Q9UPR3
ENSP00000452793	Q6ZNW5
ENSP00000384164	Q96L93
ENSP00000365162	Q9H1R3
ENSP00000370193	Q16594
ENSP00000346534	Q9UQD0
ENSP00000454623	H3BN02
ENSP00000317128	Q9Y4D7
ENSP00000437188	Q8IVF5
ENSP00000420487	C9JMV9
ENSP00000383256	Q8IW03
ENSP00000240488	Q9BWT6
ENSP00000405338	Q92835
ENSP00000330572	Q13387
ENSP00000481626	Q96B23
ENSP00000365413	Q9HAS3
ENSP00000335560	Q86VW2
ENSP00000255006	Q8WYP3
ENSP00000254667	P23469
ENSP00000384490	O95503
ENSP00000431512	Q00613
ENSP00000246535	Q9BRP1
ENSP00000249750	O94788
ENSP00000366945	Q9H1U9
ENSP00000358497	O60942
ENSP00000238788	Q6NUQ4
ENSP00000382717	Q8NEZ3
ENSP00000352995	A0A3B3IPE9
ENSP00000411152	P27987
ENSP00000478255	P08183
ENSP00000229795	Q16539
ENSP00000393312	A0A8I3B1S4
ENSP00000261249	Q32P41
ENSP00000361048	Q96LR2
ENSP00000334044	Q8N7F7
ENSP00000277540	Q9BTV6
ENSP00000329468	Q9NPF8
ENSP00000357981	P25774
ENSP00000381589	Q9Y5H2
ENSP00000366098	O95070
